53						After the incubation , the membrane was washed with TBS containing 0.5 % Tween 20 , followed by autoradiography using an image analyzer ( Fujix BAS-2000II ; Fuji Photo Film Co. , Tokyo , Japan ) .
54						For competition experiments , 125 I labeled F-actin was prepared as described above , except that the concentration of gelsolin was reduced to 7.2 mug and ml ( molar ratio = 250:1 ) .
55						20 mug and ml of 125 I labeled F-actin was incubated for 30 min at room temperature with 0.42 mg and ml of myosin subfragment 1 ( S1 ; Sigma Chemical Co. ) in a solution containing 20 mM Pipes , pH 7.0 , 58 mM KCl , 2 mM MgCl 2 , 130 muM CaCl 2 , and 0.8 muM phalloidin .
56						Where indicated , 4 mM MgATP was added to the mixture .
57						After the incubation , the mixture was diluted with an equal volume of TBS containing 10 % defatted powder milk , and it was added to the blot membrane , followed by incubation for 1 h at room temperature .
58						Purification of l-Afadin
59						All the purification procedures were carried out at 0-4degreesC .
60						Fetal brains from 60 mother rats ( 17-d gestation ) were homogenized with a solution containing 10 mM Tris and Cl , pH 8.0 , 2 mM EDTA , 5 mM EGTA , and a protease inhibitor cocktail ( 1 mM PMSF , 20 mug and ml of leupeptin , and 1 mug and ml of pepstatin A ) .
61						The homogenate was mildly stirred for 1 h and centrifuged at 200,000 g for 1 h .
62						The supernatant ( 600 ml , 2,070 mg of protein ) was stored at -80 degreesC until use .
63						The supernatant was applied to a Q-Sepharose FF column ( 2.6 x 34 cm ; Pharmacia Biotech , Inc. , Piscataway , NJ ) equilibrated with buffer A ( 20 mM Tris and Cl , pH 8.0 , 0.5 mM EDTA , and 1 mM DTT ) .
64						After the column was washed with 700 ml of buffer A , elution was performed with an 800-ml linear gradient of NaCl ( 0-0 .5 M ) in buffer A. 10-ml fractions were collected .
65						l-Afadin appeared in fractions 56-77 .
66						These fractions ( 220 ml , 500 mg of protein ) were collected , and 1.2 M ( NH 4 ) 2 SO 4 was added to give a final concentration of 0.6 M .
67						The sample was centrifuged at 200,000 g for 20 min , and the supernatant was applied to a phenyl-5PW column ( 2.15 x 15 cm ; Tosoh , Tokyo , Japan ) equilibrated with buffer A containing 0.6 M ( NH 4 ) 2 SO 4 .
68						After the column was washed with 250 ml of the same buffer , elution was performed with a 240-ml linear gradient of ( NH 4 ) 2 SO 4 ( 0.6-0 M ) in buffer A. 6-ml fractions were collected .
69						l-Afadin appeared in fractions 28-34 .
70						The active fractions ( 42 ml , 24 mg of protein ) were collected and applied to a hydroxyapatite column ( 0.78 x 10 cm ; Koken , Tokyo , Japan ) equilibrated with buffer B ( 10 mM potassium phosphate , pH 7.8 , and 1 mM DTT ) .
71						After the column was washed with 30 ml of buffer B , elution was performed with a 150-ml linear gradient of potassium phosphate ( 10-500 mM ) , pH 7.8 , in buffer B. 2.0-ml fractions were collected .
72						l-Afadin appeared in fractions 39-41 .
73						The active fractions ( 6 ml , 0.86 mg of protein ) were collected and diluted with an equal volume of buffer A , and half of the sample was applied to a Mono Q HR 5 and 5 column ( Pharmacia Biotech , Inc. ) equilibrated with buffer A .
74						After the column was washed with 6 ml of buffer A , elution was performed with a 30-ml linear gradient of NaCl ( 0.15-0 .4 M ) in buffer A. 0.5-ml fractions were collected .
75						The other half of the sample was subjected to Mono Q column chromatography in a similar manner .
76						l-Afadin appeared in fractions 34-36 .
77						The active fractions of the two Mono Q column chromatographies ( 3.0 ml , 0.2 mg of protein ) were combined and stored at -80 degreesC until use .
78						Peptide Mapping of l- and s-Afadins and Molecular Cloning of Their cDNAs
79						The purified Mono Q sample ( ~ 40 mug of protein ) was subjected to SDS-PAGE ( 8 % polyacrylamide gel ) .
80						The protein bands corresponding to p205 ( l-afadin ) and p190 ( s-afadin ) were separately cut out from the gel , digested with a lysyl endopeptidase , and the digested peptides were separated by TSKgel ODS-80Ts ( 4.6 x 150 mm ; Tosoh ) reverse-phase high pressure liquid column chromatography as described .
81						The aa sequences of the peptides were determined with a peptide sequencer .
82						A rat brain cDNA library in lambdaZAPII ( Stratagene , La Jolla , CA ) was screened using the oligonucleotide probes designed from the partial aa sequences .
83						DNA sequencing was performed by the dideoxynucleotide termination method using a DNA sequencer ( model 373 ; Applied Biosystems , Inc. , Foster City , CA ) .
84						Chromosome Preparation and In Situ Hybridization
85						The fluorescence in situ hybridization ( FISH ) analysis was performed as described .
86						Briefly , the chromosomes were prepared from rat splenocytes , the R-band was stained with Hoechst 33258 , and the chromosomes were exposed to UV light .
87						After the cDNAs of clones 20 , 84 , and 94 were labeled with biotin 16-dUTP , the chromosomes were hybridized with these labeled cDNAs , and they were incubated with an antibiotin goat antibody and then with an FITC labeled anti-goat IgG antibody .
88						The chromosomes were then stained with propidium iodide and were viewed using Nikon filter B-2A ( 450-490 nm ; Nikon Inc. , Melville , NY ) .
89						Expression and Purification of Recombinant l-Afadin
90						The full-length l-afadin cDNA corresponding to bp 326-5812 ( aa 1-1829 ) and its fragment corresponding to bp 326-5344 ( aa 1-1673 ) were inserted to the pCMV-myc vector using standard molecular biology methods .
91						The constructs were transfected to COS7 cells with the DEAE-dextran method .
92						The whole-cell extracts were subjected to 125 I labeled F-actin blot overlay and Western blot analysis using an antibody against the myc-epitope as described below .
93						The 597-bp fragment of the l-afadin cDNA corresponding to bp 5216-5812 ( aa 1631-1829 ) was inserted to the pGEX and pQE vectors .
94						These constructs were transformed into Escherichia coli , and the glutathione S-transferase ( GST ) fusion protein ( GST-l-afadin-C ) and the six histidine residues ( His6 ) - fusion protein ( His6-l-afadin-C ) were purified by use of glutathione-Sepharose and Ni-agarose , respectively .
95						F-Actin-binding and -cross linking Activities
96						Low shear viscometry was performed as described .
97						Briefly , alpha-actinin ( recombinant chick lung type ) or the Mono Q sample of l-afadin , including s-afadin , in an indicated amount was mixed with 0.28 mg and ml of G-actin in a solution containing 20 mM Tris and Cl , pH 8.0 , 0.25 mM EDTA , 2 mM MgCl 2 , 140 mM NaCl , 0.1 mM ATP , and 1 mM EGTA , and the solution was sucked into a 0.1-ml micropipette .
98						After the incubation for 1 h at 25degreesC , the time for a stainless steel ball to fall a fixed distance in the pipette was measured .
99						Cosedimentation of l-afadin with F-actin was performed as follows : G-actin was polymerized by incubation for 30 min at room temperature in a polymerization buffer ( 20 mM imidazol and Cl , pH 7.0 , 2 mM MgCl 2 , 1 mM ATP , and 90 mM KCl ) .
100						An indicated amount of GST-l-afadin-C or His6- l-afadin-C ( each aa 1631-1829 ) was incubated for 30 min at room temperature with 0.3 mg and ml of F-actin , and the mixture ( 100 mul ) was placed over a 50-mul cushion of 30 % sucrose in the polymerization buffer .
101						After the sample was centrifuged at 130,000 g for 20 min , the supernatant was removed from the cushion , and the pellet was brought to the original volume in an SDS sample buffer .
102						To quantitate cosedimentation of GST-l-afadin-C or His6-l-afadin-C , the comparable amounts of the supernatant and pellet fractions were subjected to SDS-PAGE ( 15 % polyacrylamide gel ) , transferred to a nitrocellulose membrane , incubated with an antibody against l-afadin as described below , and then incubated with 125 I labeled protein A. Amounts of the free and bound fusion proteins were calculated by determining the radioactivity from the supernatant and pellet fractions with an image analyzer ( Fujix BAS-2000II ) .
103						Antibodies and Immunofluorescence Microscopy
104						A rabbit polyclonal antibody against l-afadin , which specifically recognized l-afadin , was directed against a 16-mer synthetic peptide corresponding to aa 1814-1829 ( KASRKLTELENELNTK ) .
105						Another antibody against l-afadin , which recognized both l- and s-afadins , was directed against a 16-mer synthetic peptide corresponding to aa 577-592 ( RLDQEQDYRRRESRTQ ) .
106						Each peptide was coupled via cysteine at the NH 2 -terminal residue to keyhole limpet hemocyanin and was used to raise the antiserum .
107						The antiserum specific to l-afadin was affinity purified with GST-l-afadin-C covalently coupled to NHS activated Sepharose ( Pharmacia Biotech , Inc. ) and was used as the anti-l-afadin antibody .
108						The antiserum recognizing both l- and s-afadins was purified with the synthetic peptide covalently coupled to EAH-Sepharose ( Pharmacia Biotech , Inc. ) and was used as the anti-l- and s-afadin antibody .
109						Monoclonal anti-ZO-1 and anti-myc epitope antibodies were prepared as described .
110						Monoclonal anti-E-cadherin ( Takara , Tokyo , Japan ) , antivinculin ( Sigma Chemical Co. ) , and antidesmoplakin ( Progen Biotechnik , Germany ) antibodies were purchased from commercial sources .
111						Immunofluorescence microscopy of frozen sections of various rat or mouse tissues was done as described .
112						Briefly , samples of various tissues were frozen using liquid nitrogen , and the frozen sections ( ~ 10 mum ) were cut in a cryostat .
113						The samples were mounted on glass slides , air dried , and fixed with 95 % ethanol for 30 min at 4degreesC and with 100 % acetone for 1 min at room temperature .
114						After being washed with PBS containing 1 % BSA , the samples were incubated with the polyclonal anti-l-afadin antibody alone , or with a mixture of the anti-l-afadin antibody and the monoclonal anti-E-cadherin , anti-ZO-1 , or antivinculin antibody .
115						The samples were then washed with PBS containing 1 % BSA and 0.1 % Triton X-100 , followed by incubation with rhodamine conjugated donkey anti-rabbit IgG and FITC conjugated sheep anti-mouse IgG antibodies .
116						After being washed with PBS , they were embedded and viewed with a confocal imaging system ( MRC-1024 ; Bio-Rad Laboratories , Hercules , CA ) .
117						Immunofluorescence microscopy of EL cells was done as described .
118						Briefly , cells were cultured on a coverglass and fixed with 1 % formaldehyde in PBS .
119						The fixed sample was treated with 0.2 % Triton X-100 in PBS and washed three times with PBS .
120						After the sample was soaked with PBS containing 1 % BSA , the sample was treated with the rabbit anti-l-afadin antibody and the mouse anti-ZO-1 antibody , and washed with PBS containing 1 % BSA , followed by incubation with the rhodamine conjugated anti-rabbit IgG and FITC conjugated anti-mouse IgG antibodies .
121						After the incubation , the sample was washed with PBS , embedded in PBS containing 95 % glycerol , and viewed with the confocal imaging system ( MRC-1024 ; Bio-Rad Laboratories ) .
122						Immunofluorescence microscopy of the bile canaliculi isolated from mouse liver was done as described .
123						Briefly , the fraction rich in the bile canaliculi was put on a coverglass , air dried , and fixed with 1 % formaldehyde in PBS .
124						The sample was soaked with PBS containing 1 % BSA and then processed as described above .
125						Immunoelectron Microscopy
126						Immunoelectron microscopy using the silver enhancement technique was done as described .
127						Briefly , adult rat small intestine was perfused with 4 % paraformaldehyde in PBS .
128						The sample was incubated with the anti-l-afadin antibody , followed by incubation with an anti-rabbit IgG antibody coupled with 1.4-nm gold particles ( Nanoprobes Inc. ) .
129						After the sample was washed , it was fixed with 2 % glutaraldehyde in PBS for 15 min , and the sample bound gold particles were silver enhanced by the HQ-silver kit ( Nanoprobes Inc. , Stony Brook , NY ) for 8 min at 18degreesC .
130						The sample was again washed and postfixed with 0.5 % osmium oxide in a buffer containing 100 mM cacodylate buffer , pH 7.3 .
131						They were dehydrated by passage through a graded series of ethanol ( 50 , 70 , 90 , and 100 % ) and propylene oxide , and were embedded in epoxy resin .
132						From this sample , ultrathin sections were cut , stained with uranyl acetate and lead citrate , and then observed with an electron microscope ( JEM-1200EX ; Jeol Ltd. , Tokyo , Japan ) .
133						Immunoelectron microscopy using the ultrathin cryosection technique was done as described .
134						Briefly , adult rat small intestine was fixed with 4 % formaldehyde in 0.1 M phosphate buffer , pH 7.4 , for 6 h at room temperature .
135						The fixed sample was infused with 1.8 M sucrose containing 20 % polyvinylpyrrolidone at 4degreesC overnight , rapidly frozen using liquid nitrogen , and then cryosectioned at -110 degreesC using a diamond knife .
136						The ultrathin sections were collected on Formvar filmed grids and rinsed with PBS containing 10 mM glycine .
137						The samples were treated with a mixture of 3 % BSA and 0.5 % gelatin for 30 min , and then incubated sequentially with the anti-l-afadin antibody and with a 5-nm colloidal gold conjugated goat anti-rabbit IgG antibody ( Amersham Corp. , Arlington Heights , IL ) .
138						The samples were fixed with 2 % glutaraldehyde in PBS , rinsed with distilled water , incubated with 2 % methylcellulose and 0.5 % uranyl acetate , and air dried .
139						The samples were observed under an electron microscope ( JEM-100CX ; Jeol Ltd. ) .
140						Other Procedures
141						G-Actin was purified from rabbit skeletal muscle as described .
142						Protein concentrations were determined with BSA as a reference protein .
143						Results
144						Purification of l-Afadin and Molecular Cloning of Its cDNA
145						To identify novel actin binding proteins , we attempted to detect actin binding proteins using a blot overlay method with 125 I labeled F-actin .
146						The soluble fraction of rat fetal brain was subjected to SDS-PAGE followed by the blot overlay .
147						Several radioactive protein bands with various molecular masses were detected .
148						Of these F-actin-binding proteins , the protein band with a molecular mass of ~ 205 kD ( p205 ) was highly purified by column chromatographies , including Q-Sepharose , phenyl-5PW , hydroxyapatite , and Mono Q column chromatographies .
149						On the final Mono Q column chromatography , the F-actin-binding protein band well coincided with a protein with a molecular mass of ~ 205 kD that was identified by protein staining with Coomassie brilliant blue .
150						p205 was copurified with another protein with a molecular mass of ~ 190 kD ( p190 ) , and they could not be separated from each other by further column chromatographies , including Mono S and Superdex 200 column chromatographies ( data not shown ) .
151						These proteins appeared at a position corresponding to a molecular mass of > 600 kD on the gel filtration .
152						The Mono Q sample including p205 and p190 was used to study the biochemical properties of p205 as described below .
153						When the peptide mapping analyses of the Mono Q sample of these two proteins , p205 and p190 , were performed , their maps were almost identical , whereas p205 showed the additional peptide peaks .
154						When the aa sequences of the five peptide peaks common between the two proteins were separately determined , all the aa sequences of the p205 and p190 peptides were identical .
155						A computer homology search indicated that the aa sequences of the five peptide peaks were identical with or significantly homologous to those of human AF-6 protein .
156						When the aa sequences of the two peptide peaks specific to p205 were determined , they were not found in the current protein database .
157						These results suggest that p205 and p190 are related to human AF-6 protein , and that p190 is a splicing variant , a homologue , or a degradative product of p205 .
158						A rat brain cDNA library was screened using the degenerated oligonucleotide probes designed from the partial aa sequences of the seven peptide peaks described above .
159						We obtained several overlapping clones .
160						Among these clones , clone 20 contained a coding region with ~ 4.9 kb , but it lacked a predicted initiation codon .
161						The deduced aa sequence included all the aa sequences of the peptides of p205 .
162						This aa sequence analysis indicated that the aa sequences of the two peptides specific to p205 were both located in the COOH-terminal region .
163						Clone 94 contained a coding region with ~ 4.5 kb and an in-frame stop codon upstream of the stop codon of clone 20 .
164						This clone also lacked a predicted initiation codon .
165						The deduced aa sequence of the coding region included all the aa sequences of the peptides of p190 , but not those of the peptides specific to p205 .
166						Clone 84 contained a coding region with ~ 4.2 kb and a predicted initiation codon .
167						To confirm whether these cDNAs were derived from the same locus , we made the chromosomal assignment by FISH analysis using the cDNAs as probes .
168						All the cDNAs were localized on rat chromosome 1q12 .2 ( data not shown ) .
169						The full-length p205 and p190 cDNAs were constructed from clones 84 and 20 , and clones 84 and 94 , respectively .
170						When the p205 cDNA was transfected into COS7 cells and the cell extract was subjected to 125 I labeled F-actin blot overlay , the recombinant protein ( myc-l-afadin ) showed mobility similar to that of native p205 on SDS-PAGE , as well as 125 I labeled F-actin-binding activity .
171						The deletion mutant of p205 lacking the COOH-terminal 156 aa ( myc-l-afadinDeltaC ) did not show the 125 I labeled F-actin- binding activity .
172						A fusion protein of the COOH-terminal region of p205 ( 199 aa ) with GST ( GST-l-afadin-C ) showed the 125 I labeled F-actin-binding activity .
173						Based on these observations , together with the fact that the Mono Q sample of p205 indeed showed the F-actin- binding activity as described below , we have concluded that the p205 gene encodes a protein of 1,829 aa with a calculated molecular mass of 207,667 kD ( Gen Bank and EMBL / DDBJ accession number U83230 ) , of which the COOH-terminal 199 aa contributes to its F-actin-binding activity , and that the p190 gene encodes a protein lacking ~ 160 COOH-terminal aa ( GenBank/EMBL/DDBJ accession number U83231 ) and is a splicing variant of the p205 gene .
174						A computer homology search revealed that the aa sequence of p190 showed 90 % identity over the entire sequence with that of human AF-6 protein , while human AF-6 protein and p190 lacked the COOH-terminal region of p205 .
175						p190 is likely to be a rat counterpart of human AF-6 protein .
176						The COOH-terminal , F-actin-binding domain showed no significant homology to any known F-actin-binding protein .
177						Both p205 and p190 had one PDZ domain .
178						We named p205 and p190 l- and s-afadins , respectively .
179						Northern blot analysis using a sequence specific to the l-afadin cDNA as a probe detected ~ 7.5-kb mRNA in all the rat tissues examined , including the heart , brain , spleen , lung , liver , skeletal muscle , kidney , and testis .
180						A similar result was obtained when a sequence common between the cDNAs of l- and s-afadins was used as a probe ( data not shown ) .
181						Western blot analysis using an antibody specific to l-afadin detected an ~ 205-kD protein in all the rat tissues examined .
182						When an antibody recognizing both l- and s-afadins was used , however , an ~ 190-kD protein was detected only in the brain .
183						These results indicate that l-afadin is expressed ubiquitously while s-afadin is specifically expressed in brain .
184						The reason why the Northern blot analysis did not detect the two bands in the brain may simply be because of the similar length of the mRNAs of l- and s-afadins .
185						Biochemical Properties of l-Afadin
186						It was examined by competition experiments whether the Mono Q sample of l-afadin ( including s-afadin ) bound along the sides of F-actin or at its ends .
187						The binding of 125 I labeled F-actin to l-afadin was completely inhibited by an excessive amount of myosin S1 , a well characterized protein that binds along the sides of F-actin .
188						This inhibition was reversed by the addition of MgATP because MgATP dissociates the actin and myosin complex .
189						These results indicate that l-afadin binds along the sides of F-actin .
190						The effect of the Mono Q sample of l-afadin on F-actin was examined using the falling ball method for low shear viscometry .
191						This effect was compared to that of alpha-actinin , a well characterized protein that shows F-actin-cross-linking activity .
192						l-Afadin increased the viscosity of F-actin in a dose dependent manner , and the viscosity became maximal at approximately threefold .
193						alpha-Actinin also increased the viscosity , but the viscosity became unmeasurably high .
194						This effect of the Mono Q sample of l-afadin on F-actin was further assessed by transmission electron microscopy of negatively stained specimens .
195						l-Afadin hardly caused F-actin to associate into bundles and meshworks under conditions where alpha-actinin showed a marked F-actin-cross-linking activity ( data not shown ) .
196						This result was consistent with that of the low shear viscometry .
197						The stoichiometry of the binding of l-afadin to actin and the affinity constant were examined using His6- l-afadin-C .
198						The stoichiometry was calculated to be 1 His6- l-afadin-C molecule per ~ 500 actin molecules .
199						The kilodalton value was calculated to be the order of 10 -7 .
200						A similar result was obtained with GST-l-afadin-C ( data not shown ) .
201						The effect of the Mono Q sample of l-afadin on actin polymerization was finally examined using pyrene conjugated actin .
202						Pyrene conjugated actin is known to increase its fluorescent intensity with the actin polymerization .
203						l-Afadin did not affect the actin polymerization under the conditions where gelsolin stimulated it ( data not shown ) .
204						Localization of l-Afadin at Cadherin based Cell-to-Cell AJ
205						The localization of l-afadin was first examined by immunofluorescence microscopy of the frozen sections of various rat or mouse tissues using the anti-l-afadin antibody .
206						In the liver , l-afadin was localized at the beltlike junctional complex region along the bile canaliculi .
207						When the frozen sections of the small intestine were doubly stained with the monoclonal anti-E-cadherin , l-afadin was concentrated with E-cadherin at the junctional complex region of intestine absorptive epithelia , but l-afadin was more highly concentrated at the junctional complex region than E-cadherin .
208						The frozen sections of the heart were doubly stained with the monoclonal antivinculin antibody .
209						Vinculin is known to be a marker , not only for cell-to-cell AJ , but also for cell-to-matrix AJ .
210						l-Afadin was colocalized with vinculin at the intercalated disc .
211						Vinculin was also periodically located along the lateral borders of cardiac muscle cells ( costamere ) while l-afadin was not .
212						When the cultured EL cells expressing E-cadherin were doubly stained with the anti-ZO-1 antibody , l-afadin showed localization similar to that of ZO-1 .
213						ZO-1 is known to be concentrated at cadherin based , spotlike cell-to-cell AJ in fibroblasts .
214						These results suggest that l-afadin is localized at cadherin based cell-to-cell AJ .
215						To examine the precise localization of l-afadin at the junctional complex region , the frozen sections of small intestine were doubly stained with the monoclonal anti-ZO-1 antibody , and the bile canaliculi isolated from liver were doubly stained with the monoclonal antidesmoplakin antibody .
216						ZO-1 and desmoplakin are known to be markers for tight junction and desmosome , respectively .
217						In the absorptive epithelia , l-afadin was localized slightly more at the basal side than ZO-1 .
218						In the canaliculi , the localization of l-afadin did not coincide with that of desmoplakin .
219						These results indicate that l-afadin is localized at cell-to-cell AJ rather than at tight junction or desmosome .
220						The localization of l-afadin at cell-to-cell AJ was finally confirmed by immunoelectron microscopy of intestine absorptive epithelia using the silver enhancement and ultrathin cryosection techniques .
221						l-Afadin was associated with the undercoat of cell-to-cell AJ .
222						Discussion
223						Here , we isolated a novel F-actin-binding protein with a molecular mass of ~ 205 kD ( p205 ) .
224						This protein was copurified with another protein with a molecular mass of 190 kD ( p190 ) that lacked the F-actin-binding activity on various column chromatographies .
225						The molecular cloning of the cDNAs of these two proteins revealed that the nucleotide sequence of the p190 cDNA was identical to that of the p205 cDNA , except for the two splicing regions .
226						FISH analysis revealed that the genes of these two proteins were localized at the same locus .
227						These results suggest that p205 and p190 are splicing variants derived from the same gene .
228						Because a computer homology search revealed that the aa sequence of p190 was almost identical to that of human AF-6 protein , we theorize that p190 may be a rat counterpart of human AF-6 protein .
229						We named p205 and p190 l- and s-afadins , respectively .
230						Further purification steps of l-afadin , including Mono S column and Superdex 200 column chromatographies , did not separate l- and s-afadins from each other , and their elution profiles on these column chromatographies were similar but not identical .
231						These proteins appeared at a position corresponding to a molecular mass of > 600 kD on the gel filtration .
232						These results suggest that 1- and s-afadins form a complex , but we can not exclude the possibility that these two proteins do not form a complex , but instead are incidentally eluted at similar fractions on these column chromatographies .
233						It is , therefore , possible that the complex is composed of a heterooligomer alone , a homooligomer alone , or the mixture .
234						Western blot analysis indicated that the tissues other than brain expressed l-afadin alone .
235						It is likely that l-afadin forms a homooligomer in these tissues .
236						Recently , Luna 's group has shown that a protein with a molecular mass of ~ 205 kD in bovine neutrophils has the 125 I labeled F-actin-binding activity .
237						When human neutrophils were subjected to SDS-PAGE , followed either by Western blot analysis using the antibody specific to l-afadin or by 125 I labeled F-actin blot overlay , an immunoreactive band with a molecular mass of ~ 200 kD was detected , and this band showed the 125 I labeled F-actin-binding activity ( data not shown ) .
238						This protein band is likely to be l-afadin , although its molecular mass was slightly smaller than that of rat l-afadin .
239						The different molecular mass values may result from the species ' differences .
240						The exact relationship between the 205-kD protein described by Luna 's group and l-afadin is not known , since the primary structure of the 205-kD protein has not been determined , but the 205-kD protein may be l-afadin .
241						l-Afadin showed 125 I labeled F-actin-binding activity .
242						Neither s-afadin nor the deletion mutant of l-afadin lacking the COOH-terminal 156 aa ( myc-l-afadinDeltaC ) showed this activity , whereas GST-l-afadin-C corresponding to the COOH-terminal 199 aa showed the 125 I labeled F-actin- binding activity .
243						The Mono Q sample of l-afadin increased the viscosity of F-actin on the low shear viscometry .
